wormbase_gene,S01,S02,S03,S04,S05,S06,S07,S08
WBGene00000672,2,46,46,31,51,54,66,16
WBGene00000673,7147,13993,12398,12559,9277,10384,11120,10266
WBGene00000674,40,72,61,63,72,78,77,77
WBGene00000675,17924,33252,29348,33102,25301,29883,31989,28893
WBGene00000676,1,2,2,2,1,1,1,2
WBGene00000677,5727,10847,9869,9421,6876,8041,8573,7817
WBGene00000678,4,42,29,25,44,36,40,18
WBGene00000679,1,0,0,0,0,0,0,0
WBGene00000680,16983,31877,30229,31297,24001,25989,27591,26483
WBGene00000681,2,44,16,24,54,71,50,21
WBGene00000682,1,2,0,4,1,0,0,1
WBGene00000683,2,39,28,30,19,30,32,9
WBGene00000684,12,31,29,27,31,41,41,32
WBGene00000685,16,22,29,20,30,32,31,20
WBGene00000687,5,23,18,15,21,21,24,13
WBGene00000688,2,1,2,0,0,1,2,2
WBGene00000689,0,6,2,2,5,6,1,1
WBGene00000690,16,16,24,25,11,20,28,27
WBGene00000691,90,225,126,125,251,158,338,267
WBGene00000692,234,463,376,431,353,397,436,431
WBGene00000693,28333,54857,45962,49728,39333,46487,48338,43582
WBGene00000694,3,44,4,14,18,14,28,16
WBGene00000695,1,0,0,1,1,0,4,0
WBGene00000696,25577,52977,47532,51338,40053,41698,47031,42074
WBGene00000697,3,3,1,3,1,2,0,1
WBGene00000698,29861,57966,50457,50685,44874,51686,55336,49879
WBGene00000699,23,103,43,76,98,116,77,70
WBGene00000700,5,15,8,13,7,6,8,23
WBGene00000702,3,0,0,1,1,1,0,0
WBGene00000703,1528,3550,2945,2281,3498,3686,4534,3684
WBGene00000704,6,41,18,15,22,29,25,16
WBGene00000705,0,0,0,0,4,1,0,0
WBGene00000706,2,4,3,1,1,4,1,4
WBGene00000707,19,112,48,55,86,92,109,115
WBGene00000708,1017,1714,1769,1773,1312,1511,1652,1407
WBGene00000709,3,0,2,0,1,0,0,0
WBGene00000710,9,46,19,29,17,29,29,37
WBGene00000711,6,112,46,39,116,114,137,29
WBGene00000712,1295,3124,2585,2068,3735,3686,3880,3640
WBGene00000713,22918,45031,41893,41306,36651,40561,39757,38307
WBGene00000714,18,36,40,29,35,35,38,34
WBGene00000715,1119,2378,2112,2092,2364,2609,2968,2699
WBGene00000716,8577,16780,14753,16037,14037,16114,16490,16083
WBGene00000717,119,324,232,215,294,339,368,309
WBGene00000718,0,34,4,2,12,21,19,16
WBGene00000719,0,7,6,8,4,5,11,47
WBGene00000720,29,134,72,102,161,140,181,157
WBGene00000721,0,1,0,0,0,0,0,0
WBGene00000722,34,102,47,65,94,84,123,104
WBGene00000723,58,90,94,98,73,105,96,91
WBGene00000724,1,4,3,4,1,2,0,1
WBGene00000725,1,4,0,2,1,1,1,0
WBGene00000726,62,104,88,83,70,77,110,100
WBGene00000727,8,24,7,20,25,46,30,18
WBGene00000728,242,499,427,411,384,462,547,472
WBGene00000729,2,16,2,9,5,13,3,2
WBGene00000730,8,29,13,11,24,18,20,15
WBGene00000731,136,183,166,227,108,150,113,124
WBGene00000732,774,1506,1216,1317,1626,1717,1805,1823
WBGene00000733,8035,15567,12296,14929,13503,16169,18048,17332
WBGene00000734,2,92,7,21,38,28,50,35
WBGene00000735,4,53,9,19,39,34,30,22
WBGene00000736,2,1,2,5,0,0,2,1
WBGene00000737,0,0,0,0,0,1,0,0
WBGene00000738,0,1,5,0,9,8,0,9
WBGene00000739,241,497,405,464,456,543,517,561
WBGene00000740,19,111,44,50,98,137,124,118
WBGene00000741,3,54,35,16,30,56,53,32
WBGene00000742,7,21,14,15,23,23,15,37
WBGene00000743,2,10,0,3,5,11,2,8
WBGene00000744,1,3,1,0,1,2,3,1
WBGene00000745,0,1,1,1,1,2,0,2
WBGene00000746,3,8,4,5,7,8,13,4
WBGene00000747,1,0,1,0,1,2,6,1
WBGene00000748,1,65,21,25,53,51,56,13
WBGene00000749,7,31,21,11,28,29,31,40
WBGene00000750,3,11,3,9,3,6,11,6
WBGene00000751,17498,31629,27390,29744,24107,27537,29090,27140
WBGene00000752,5883,10124,8552,8982,8680,9749,13454,11213
WBGene00000753,15,48,24,29,56,68,52,52
WBGene00000754,30020,56812,51640,54055,42619,46485,50316,46252
WBGene00000755,0,2,5,0,2,1,5,1
WBGene00000756,1,6,2,9,1,6,2,8
WBGene00000757,18268,34348,29744,33259,23904,27145,29797,27757
WBGene00000758,16,29,35,38,27,33,21,29
WBGene00000759,5,18,17,13,7,12,19,8
WBGene00000760,5,8,7,12,3,8,6,5
WBGene00000761,496,726,389,729,326,529,746,695
WBGene00000762,308,469,293,531,259,370,571,445
WBGene00000763,289,395,350,449,290,344,269,388
WBGene00000764,192,332,242,310,209,271,276,289
WBGene00000765,837,1279,719,1257,677,871,1219,1118
WBGene00000766,351,593,370,578,349,493,536,532
WBGene00000767,1213,1853,1172,1811,977,1427,1828,1559
WBGene00000768,131,279,242,260,204,206,254,217
WBGene00000770,574,953,619,966,610,730,892,881
WBGene00000771,5,6,3,9,14,7,9,19
WBGene00000772,3037,4943,3230,4861,2905,3846,4407,4159
WBGene00000773,1102,1750,1267,1789,1180,1408,1645,1558
WBGene00000774,603,1113,977,937,780,832,860,806
WBGene00000775,49,44,35,55,33,32,126,74
WBGene00000776,17699,31869,28671,32480,23048,27089,26761,26286
WBGene00000777,2901,5025,4172,5127,3316,3901,4387,3729
WBGene00000778,25,37,41,37,37,32,40,40
WBGene00000779,2581,5207,4795,4671,3657,4114,4051,3806
WBGene00000780,427,826,769,831,624,696,725,720
WBGene00000781,4137,8056,7160,7967,5015,5199,5478,5084
WBGene00000782,0,0,0,3,0,0,0,1
WBGene00000783,45,112,92,88,76,102,130,111
WBGene00000784,4891,9180,8377,9590,5275,6004,5777,5319
WBGene00000785,4829,8559,7709,8751,5379,6234,6444,6500
WBGene00000786,12364,20695,16518,21892,13666,16910,17806,17136
WBGene00000787,546,789,627,916,542,707,755,685
WBGene00000788,4736,7424,7034,7932,5384,6279,5958,6049
WBGene00000789,371,676,574,720,446,555,589,498
WBGene00000792,85,159,130,157,132,143,169,157
WBGene00000793,427,795,687,826,561,690,718,653
WBGene00000794,1943,3399,2950,3228,2294,2661,2649,2373
WBGene00000795,177,316,236,307,189,231,247,241
WBGene00000796,1990,3173,2424,3234,1995,2477,3081,2698
WBGene00000797,184,277,179,282,152,220,291,240
WBGene00000798,194,314,241,344,250,272,347,286
WBGene00000799,77,169,97,134,77,124,199,104
WBGene00000800,3045,4980,3912,5271,3228,4199,4377,4202
WBGene00000801,57,73,61,80,65,66,68,78
WBGene00000802,11496,20352,18885,20448,10396,12085,11678,11228
WBGene00000803,321,565,478,572,382,471,503,481
WBGene00000804,1069,1903,1777,1859,1371,1556,1601,1498
WBGene00000812,1163,1375,1316,1286,1190,1194,1213,1784
WBGene00000813,1088,1712,1125,1748,958,1319,1784,1598
WBGene00000814,1321,1930,1093,1914,980,1349,2363,1648
WBGene00000815,1223,1686,974,1694,885,1214,1839,1656
WBGene00000816,1043,1557,1304,1684,1041,1206,1602,1510
WBGene00000817,1204,1773,1220,1828,1080,1364,1833,1677
WBGene00000818,1276,1915,1635,1993,1261,1562,1607,1532
WBGene00000819,3,11,7,15,7,7,11,5
WBGene00000820,5,9,4,6,8,4,7,5
WBGene00000821,0,0,1,0,0,0,0,2
WBGene00000822,1926,3457,2881,3443,2410,2909,2914,2647
WBGene00000829,2781,3653,3457,3353,3444,2969,6123,2519
WBGene00000830,512,585,555,744,378,511,574,655
WBGene00000831,659,1028,968,1053,740,795,895,882
WBGene00000832,178,339,272,327,230,320,329,295
WBGene00000833,9471,16939,13567,16963,11067,13258,14997,13973
WBGene00000834,1610,2365,1381,2369,1331,1824,2443,2090
WBGene00000835,601,875,441,870,402,507,1086,773
WBGene00000836,2247,3784,2978,3801,2376,2994,3159,3023
WBGene00000837,2761,4800,3744,4727,3079,3884,4071,3898
WBGene00000838,3561,5976,5528,6215,3927,4800,5217,4733
WBGene00000839,993,1427,908,1371,828,1045,1750,1433
WBGene00000840,1129,1683,1057,1761,918,1256,1812,1516
WBGene00000841,24,28,27,47,21,31,56,35
WBGene00000843,1391,2052,1337,2185,1297,1770,2028,1838
WBGene00000845,63,79,42,65,48,52,119,86
WBGene00000846,940,1450,885,1385,839,1050,1748,1388
WBGene00000851,1,1,2,2,2,1,2,0
WBGene00000853,1,2,2,2,2,1,4,4
WBGene00000854,800,1185,886,1205,789,1053,1142,1107
WBGene00000857,53,80,76,86,57,72,95,70
WBGene00000858,19,38,28,55,26,36,44,27
WBGene00000859,0,0,0,0,0,0,0,0
WBGene00000860,0,1,0,0,0,0,0,1
WBGene00000861,0,0,0,0,0,0,0,0
WBGene00000862,11,10,6,4,4,5,11,8
WBGene00000863,1291,1932,1231,2152,1093,1498,1858,1716
WBGene00000864,14,26,16,26,9,14,24,17
WBGene00000865,4236,7414,5661,7287,4888,6027,6382,5734
WBGene00000866,2563,4162,2297,4167,2091,3052,3812,3435
WBGene00000867,4294,7008,4164,7017,3644,5083,6258,5888
WBGene00000868,11039,19222,16609,20079,13467,15674,17361,16275
WBGene00000869,5166,8797,7560,9164,6139,7268,7738,7364
WBGene00000870,118,219,156,246,148,209,211,225
WBGene00000871,1839,3000,1755,2554,1415,2066,2691,2321
WBGene00000872,1107,1766,1292,1718,1122,1307,1489,1544
WBGene00000874,1419,2224,1549,2362,1402,1824,2054,1971
WBGene00000875,2659,4257,3572,4500,2962,3597,3764,3592
WBGene00000876,1285,2049,1521,2169,1313,1740,2018,1709
WBGene00000877,1649,2879,2773,2933,2062,2412,2595,2466
WBGene00000878,27,76,50,51,87,79,103,86
WBGene00000879,3511,6283,5791,6478,4569,5037,5379,5023
WBGene00000880,809,1238,838,1311,751,1055,1366,1066
WBGene00000881,3242,6181,5375,5545,4307,5175,5053,4788
WBGene00000882,157,273,253,277,215,272,268,268
WBGene00000883,22559,40493,35521,40788,28941,32207,32243,31971
WBGene00000884,253,402,297,380,288,396,414,325
WBGene00000885,714,982,757,1086,561,822,981,880
WBGene00000886,607,923,483,868,480,679,1032,822
WBGene00000887,477,738,474,794,438,591,703,702
WBGene00000888,650,1077,799,1118,651,811,933,940
WBGene00000889,955,1634,1542,1694,1113,1383,1373,1194
WBGene00000890,729,1049,673,1121,596,803,1154,940
WBGene00000891,1073,1658,1207,1804,974,1418,1527,1406
WBGene00000892,624,1001,822,1024,677,849,959,879
WBGene00000893,1,4,7,7,2,6,4,3
WBGene00000894,4987,8439,5712,8312,4885,6009,6970,6596
WBGene00000895,15,20,18,24,18,28,32,34
WBGene00000896,1500,1743,702,1670,788,1102,2702,2083
WBGene00000897,369,704,644,734,534,608,552,610
WBGene00000898,1793,2761,2291,3037,1898,2404,2671,2403
WBGene00000899,291,404,286,485,325,333,469,384
WBGene00000900,558,1031,819,1047,685,829,868,858
WBGene00000901,509,959,856,1045,741,799,831,830
WBGene00000902,9,9,11,12,5,5,20,12
WBGene00000903,44,93,65,88,54,75,91,87
WBGene00000904,128,172,96,169,131,169,177,173
WBGene00000905,12,22,15,16,9,13,28,22
WBGene00000906,3,5,2,9,1,3,13,2
WBGene00000907,5,8,5,4,2,4,7,2
WBGene00000908,133,237,213,203,161,194,337,250
WBGene00000910,116,174,116,161,118,121,179,172
WBGene00000911,2010,3048,1861,3100,1741,2430,2976,2741
WBGene00000912,1842,3094,2219,3075,1953,2524,2989,2722
WBGene00000913,8775,13826,9697,14320,8004,11016,12383,11787
WBGene00000914,258,477,337,468,295,399,436,412
WBGene00000915,58453,98530,81194,100351,67674,81713,82905,80753
WBGene00000917,471,708,587,779,481,570,664,577
WBGene00000920,24,46,39,65,43,42,41,62
WBGene00000923,999,1532,1078,1576,897,1153,1518,1394
WBGene00000928,11,19,25,21,21,34,32,22
WBGene00000929,377,637,524,742,400,533,634,565
WBGene00000930,0,2,7,1,1,6,3,0
WBGene00000931,4003,7387,6113,7773,5216,6368,6530,6022
WBGene00000932,0,4,0,2,1,0,1,2
WBGene00000933,790,1268,938,1240,850,1081,1172,1062
WBGene00000934,7,24,14,14,7,8,27,19
WBGene00000935,4291,7372,5927,7434,4537,5843,5950,5832
WBGene00000936,55,106,85,121,70,72,100,96
WBGene00000937,733,1278,715,1173,620,955,1173,1070
WBGene00000938,1424,2174,1381,2172,1155,1545,2440,1883
WBGene00000939,2275,3009,1980,3198,1799,2357,3522,2969
WBGene00000940,730,1066,746,997,628,923,941,828
WBGene00000941,806,1444,1383,1471,1046,1169,1154,1182
WBGene00000942,851,1731,1298,1531,1155,1284,1444,1467
WBGene00000950,18,45,22,37,22,38,43,36
WBGene00000951,15,29,13,21,14,24,37,31
WBGene00000952,1,14,7,14,9,9,9,4
WBGene00000953,4,1,4,8,7,4,9,9
WBGene00000955,21,48,17,39,25,28,65,50
WBGene00000958,50,72,59,65,59,73,88,81
WBGene00000959,251,381,311,368,234,325,451,343
WBGene00000960,3,12,2,10,5,7,7,11
WBGene00000961,258,459,321,428,351,434,500,412
WBGene00000962,7574,10476,7320,11856,6612,9055,10731,10796
WBGene00000963,144,202,120,181,111,173,267,203
WBGene00000964,104,166,121,152,89,138,162,136
WBGene00000965,823,1212,892,1226,754,893,1205,1077
WBGene00000966,61,92,67,104,64,99,101,84
WBGene00000967,492,739,511,780,461,578,817,745
WBGene00000968,25,36,17,25,11,17,51,41
WBGene00000969,50,96,62,83,56,69,117,92
WBGene00000970,1324,2102,1429,2064,1245,1580,1944,1769
WBGene00000971,27,37,20,37,9,18,42,23
WBGene00000972,8,16,12,19,7,14,12,13
WBGene00000973,214,332,334,338,253,328,349,328
WBGene00000974,300,465,432,524,318,410,390,393
WBGene00000975,662,1164,719,1113,643,912,920,950
WBGene00000976,1154,1882,1630,1972,1278,1537,1755,1664
WBGene00000977,149,251,157,252,134,197,217,177
WBGene00000978,8,18,7,18,7,7,12,15
WBGene00000979,7,4,5,11,3,8,7,2
WBGene00000980,196,251,168,268,139,219,286,234
WBGene00000981,190,302,141,295,131,210,333,332
WBGene00000982,237,425,266,425,290,335,514,381
WBGene00000983,44,52,44,76,37,49,100,81
WBGene00000984,111,152,106,161,114,146,247,163
WBGene00000985,1500,2409,1980,2497,1613,1922,2254,2072
WBGene00000986,13,23,18,12,15,20,25,20
WBGene00000987,738,1209,1014,1226,779,1030,1117,1098
WBGene00000988,2440,4002,3482,3958,2695,3118,3726,3329
WBGene00000989,31,59,58,65,17,42,25,35
WBGene00000990,108,161,111,179,108,147,164,155
WBGene00000991,1291,2139,1577,2054,1311,1608,1886,1849
WBGene00000992,59,76,30,60,25,48,97,82
WBGene00000993,375,643,599,668,442,518,574,508
WBGene00000994,777,1119,662,1091,580,841,1231,1007
WBGene00000995,794,1339,949,1366,841,1067,1274,1092
WBGene00000996,1191,1982,1533,1989,1231,1492,1700,1511
WBGene00000998,963,1648,1235,1529,1053,1349,1573,1611
WBGene00001000,2369,4798,4351,4565,3670,3938,4361,3960
WBGene00001001,1376,2149,1312,2202,1216,1694,2186,1949
WBGene00001002,1296,2064,1650,2092,1288,1714,1972,1642
WBGene00001005,4844,8109,7260,8252,5506,6232,7853,6623
WBGene00001006,349,646,524,691,571,596,630,590
WBGene00001007,1057,1788,1392,1917,1234,1462,1443,1449
WBGene00001008,439,776,658,743,559,627,731,761
WBGene00001016,1290,2078,1801,2248,1369,1751,1868,1834
WBGene00001017,2187,3298,2224,3506,2028,2778,3190,3077
WBGene00001018,1042,1536,823,1492,762,1149,1409,1362
WBGene00001019,1135,1670,1351,1722,1045,1319,1991,1467
WBGene00001020,672,951,659,956,559,805,1010,838
WBGene00001021,115,129,64,143,71,93,163,118
WBGene00001022,273,390,293,430,292,337,401,328
WBGene00001023,5424,8955,5291,8944,4778,6689,8016,7382
WBGene00001025,521,817,584,814,654,803,957,818
WBGene00001026,1023,1433,850,1437,800,1110,1757,1435
WBGene00001027,816,1122,683,1129,595,820,1233,1062
WBGene00001028,944,1317,860,1384,734,1012,1346,1085
WBGene00001029,3715,5741,4681,6145,3733,4954,5506,4901
WBGene00001030,4239,6997,5915,7364,4880,5764,6068,5776
WBGene00001031,3634,5350,4012,5596,3618,4601,4959,4572
WBGene00001032,217,404,324,395,283,349,370,333
WBGene00001033,433,628,466,642,388,533,578,561
WBGene00001034,825,1309,1025,1333,864,960,1301,1076
WBGene00001035,992,1558,1114,1615,835,1243,1391,1321
WBGene00001036,278,368,291,429,246,316,498,387
WBGene00001037,5045,7864,6058,8222,5049,6485,7161,6700
WBGene00001038,2028,3325,2965,3393,2416,2890,3944,3121
WBGene00001039,214,386,285,365,247,273,335,304
WBGene00001040,1015,1713,1524,1787,1087,1455,1529,1353
WBGene00001041,1114,1650,1177,1890,986,1422,1639,1438
WBGene00001042,109,180,128,208,102,104,179,151
WBGene00001043,1219,1891,1635,2043,1265,1630,1583,1649
WBGene00001044,148,157,103,205,92,134,397,209
WBGene00001045,293,530,399,472,413,553,610,498
WBGene00001046,758,1139,798,1107,650,878,1097,1003
WBGene00001047,2771,4417,3511,4697,2973,4005,3999,3900
WBGene00001048,646,1113,939,1176,724,885,883,818
WBGene00001049,985,1540,1046,1538,903,1165,1287,1314
WBGene00001050,496,748,513,824,408,633,695,639
WBGene00001051,1912,2892,1960,3018,1656,2200,2969,2536
WBGene00001052,9,25,18,26,19,18,23,27
WBGene00001053,21,33,25,37,22,27,39,29
WBGene00001054,80,89,79,109,76,86,80,82
WBGene00001055,451,680,449,670,350,553,721,600
WBGene00001056,3424,5269,3543,5414,3014,4082,5253,4651
WBGene00001057,1321,1954,1346,1929,1145,1419,1853,1782
WBGene00001058,3504,5815,4470,6043,3720,4742,4737,4790
WBGene00001059,16,21,15,28,18,20,32,23
WBGene00001060,835,1371,979,1326,785,1095,1440,1201
WBGene00001061,1536,2663,2322,2723,1741,2172,2409,2060
WBGene00001062,0,0,0,0,0,0,0,0
WBGene00001063,10,22,15,12,9,20,14,13
WBGene00001064,8,10,9,6,5,9,24,5
WBGene00001065,7,6,11,6,5,4,8,7
WBGene00001066,3,97,66,47,83,77,83,27
WBGene00001067,0,76,41,43,60,65,69,22
WBGene00001068,70,84,89,105,79,108,128,117
WBGene00001069,5,4,7,6,5,4,13,2
WBGene00001070,10,10,21,10,7,10,25,14
WBGene00001071,7,17,17,16,12,13,22,19
WBGene00001072,65,97,97,110,64,76,92,57
WBGene00001073,1325,2280,1716,2216,1691,2111,2454,2155
WBGene00001074,31,174,116,130,147,137,177,63
WBGene00001075,25,30,37,21,52,64,51,60
WBGene00001076,78,152,164,187,158,200,182,140
WBGene00001077,249,514,462,455,478,598,587,511
WBGene00001078,72,105,88,103,72,96,114,105
WBGene00001079,0,2,1,2,0,0,3,1
WBGene00001080,785,1364,1223,1511,1052,1209,1353,1231
WBGene00001081,1160,1766,1353,1860,1121,1508,1903,1644
WBGene00001082,527,883,665,964,577,781,772,824
WBGene00001085,2061,3129,2231,3376,1966,2660,3068,2720
WBGene00001086,649,1126,923,1226,811,933,1117,985
WBGene00001087,1221,1793,1319,1822,1138,1514,1851,1676
WBGene00001088,1411,2528,2305,2480,1765,2019,1912,1898
WBGene00001089,361,597,507,627,440,560,585,572
WBGene00001090,822,1167,825,1178,669,904,1196,1018
WBGene00001091,313,545,339,572,340,439,599,487
WBGene00001092,811,1393,1044,1359,766,1074,1188,1093
WBGene00001093,2597,4139,2927,4196,2390,3156,3633,3422
WBGene00001094,3966,6618,4921,6923,4243,5373,5843,5394
WBGene00001095,357,458,215,439,232,345,635,504
WBGene00001096,0,3,0,1,1,0,4,1
WBGene00001099,422,709,565,706,465,629,702,681
WBGene00001101,300,441,353,482,334,395,540,467
WBGene00001102,1459,2279,1692,2465,1367,1840,2074,1911
WBGene00001103,5,22,11,28,26,19,18,13
WBGene00001104,110,154,115,159,119,136,159,117
WBGene00001105,14,12,10,17,9,19,24,19
WBGene00001106,0,0,1,0,0,0,0,1
WBGene00001107,0,0,0,0,0,0,0,0
WBGene00001108,2,0,1,0,1,2,1,0
WBGene00001109,0,0,2,0,2,0,1,1
WBGene00001110,703,897,625,1012,564,722,1076,961
WBGene00001111,4,2,3,2,5,2,8,3
WBGene00001112,1298,1702,1068,1785,888,1338,2107,1753
WBGene00001113,100,156,176,193,126,136,176,163
WBGene00001115,178,243,109,132,22,110,156,200
WBGene00001116,73,114,105,111,87,115,114,121
WBGene00001117,6,7,8,14,12,8,18,15
WBGene00001118,29,44,35,37,27,37,29,35
WBGene00001119,65,78,87,93,49,76,58,61
WBGene00001121,6,13,7,7,4,4,5,6
WBGene00001122,13,22,16,17,10,17,19,21
WBGene00001123,11,16,15,14,13,18,17,9
WBGene00001127,3,12,3,12,9,7,17,13
WBGene00001129,0,2,0,0,1,1,4,4
WBGene00001130,1190,2035,1741,2052,1446,1649,1717,1670
WBGene00001131,679,1166,1167,1149,918,1076,1292,1216
WBGene00001132,887,1508,1229,1501,1012,1198,1453,1301
WBGene00001133,3,7,5,6,2,2,7,3
WBGene00001134,2014,2938,1934,3231,1739,2487,2925,2683
WBGene00001135,14,34,9,29,14,27,21,31
WBGene00001136,9,6,3,8,4,3,10,13
WBGene00001137,11056,19309,14471,19243,12178,15495,17253,16921
WBGene00001145,183,310,221,310,197,267,309,262
WBGene00001147,2,22,37,15,15,29,3,30
WBGene00001148,297,518,492,574,399,504,585,490
WBGene00001149,2204,3884,3561,3999,2817,3371,3975,3265
WBGene00001150,16,41,21,30,12,24,30,29
WBGene00001151,441,672,448,651,432,565,573,573
WBGene00001152,85,178,94,154,90,104,166,129
WBGene00001153,1233,2201,1764,2210,1408,1762,1791,1726
WBGene00001154,685,1132,987,1201,769,975,1115,1053
WBGene00001155,6909,11750,8843,11783,7221,9362,9605,9050
WBGene00001156,721,1190,1104,1234,838,1056,1093,1067
WBGene00001157,97,149,106,169,85,126,181,159
WBGene00001158,19,16,13,31,9,17,23,38
WBGene00001159,37,27,24,55,48,36,86,61
WBGene00001160,1358,2015,1431,2199,1320,1626,1908,1800
WBGene00001161,924,1576,1423,1611,1032,1327,1460,1289
WBGene00001162,416,634,585,713,466,526,574,541
WBGene00001163,31,48,24,34,28,27,49,50
WBGene00001164,56,116,77,94,63,92,99,84
WBGene00001165,109,167,138,174,142,148,129,128
WBGene00001166,3171,5084,3638,5188,3111,4156,4665,4299
WBGene00001167,66616,117270,99327,114815,77589,94383,94259,92093
WBGene00001168,137716,243694,222531,243928,171897,200505,203134,198562
WBGene00001169,2477,4325,3760,4315,3487,4122,4890,4627
WBGene00001170,7,3,3,8,3,4,11,12
WBGene00001171,21,35,22,28,25,34,36,27
WBGene00001172,585,1055,845,993,790,902,843,832
WBGene00001173,4062,7110,6485,7518,5434,6137,6371,6069
WBGene00001174,18,21,19,15,11,16,13,15
WBGene00001175,79,105,91,92,53,90,135,96
WBGene00001177,844,1515,1165,1578,1080,1310,1360,1374
WBGene00001178,298,632,410,506,324,388,562,520
WBGene00001179,231,347,279,385,208,276,342,299
WBGene00001182,113,201,122,223,121,143,208,184
WBGene00001184,117,149,125,181,101,170,179,150
WBGene00001185,6,5,3,9,4,2,6,10
WBGene00001186,458,870,799,921,592,715,772,657
WBGene00001187,160,333,295,259,216,251,314,247
WBGene00001188,38,48,16,59,19,35,66,55
WBGene00001189,611,1051,757,1074,676,895,957,913
WBGene00001190,40,52,50,64,35,70,68,59
WBGene00001193,191,289,162,273,128,221,258,243
WBGene00001194,2997,4682,3441,4742,2795,3657,4478,3728
WBGene00001196,1339,2305,2009,2376,1474,1684,1756,1710
WBGene00001202,22,35,33,35,25,39,36,36
WBGene00001204,7,14,6,9,6,10,15,10
WBGene00001207,19,36,23,38,19,39,48,32
WBGene00001208,310,471,319,505,316,386,479,516
WBGene00001209,5554,9580,7441,9766,6162,7671,8162,7991
WBGene00001210,9,8,11,5,8,11,7,16
WBGene00001211,2,11,4,2,4,5,3,5
WBGene00001214,2033,2752,1482,2803,1309,2083,2938,2694
WBGene00001215,1430,2285,2000,2414,1655,1951,2382,2111
WBGene00001223,0,0,0,0,0,0,0,0
WBGene00001224,1138,1800,1267,1883,1151,1393,1588,1431
WBGene00001225,3322,5349,4531,5720,3880,4829,4828,4728
WBGene00001226,5870,8837,5570,8654,4765,6982,8448,7727
WBGene00001227,3551,5883,4535,5770,3947,4731,4927,4700
WBGene00001228,2713,4427,2824,4557,2526,3571,4155,3673
WBGene00001229,2107,3516,2358,3466,1922,2620,3214,2893
WBGene00001230,1575,2696,2339,2663,1819,2220,2209,2343
WBGene00001231,1949,3262,2138,3301,1862,2510,2857,2776
WBGene00001232,2414,3529,3084,3755,2763,3106,3777,3162
WBGene00001233,1568,2641,1951,2639,1603,2011,2366,2210
WBGene00001234,1412,2412,2119,2277,1768,1950,2125,1941
WBGene00001235,653,1192,1133,1154,723,891,968,966
WBGene00001236,538,905,914,936,674,760,725,796
WBGene00001237,2,0,2,1,1,0,1,3
WBGene00001239,4164,6464,2958,6546,3070,4949,6613,6147
WBGene00001240,2027,3369,2177,3157,2053,2548,3704,3264
